SITE,MONTH,DAY,YEAR,T_HI,T_LO,T_AVG,RH,WIND,MAX1_MIN,SOIL_F,SOLAR_LANG,PRECIP,ETPOT,GDD_40,GDD_50
2,4,5,1991,83,55,62,43.8,8.2,15.1,55.3,9999,0.00,0.28,26,19
2,4,6,1991,86,63,65,39.3,9.8,19.9,57.7,9999,0.00,0.38,30,24
2,4,7,1991,66,60,54,61.0,8.5,17.8,56.7,9999,0.00,0.20,23,13
2,4,8,1991,62,45,48,74.8,5.1,11.8,54.6,9999,0.00,0.08,13,6
2,4,9,1991,59,30,44,41.1,9.6,27.7,52.7,583,0.00,0.28,10,5
2,4,10,1991,72,34,51,37.3,21.9,39.6,53.8,480,0.00,0.59,16,11
2,4,11,1991,74,37,50,70.1,13.6,32.3,56.0,455,0.00,0.35,17,12
2,4,12,1991,56,31,38,89.5,11.7,22.5,51.7,293,0.00,0.15,8,3
2,4,13,1991,56,22,38,55.9,7.2,17.1,49.9,618,0.00,0.21,8,3
2,4,14,1991,56,27,42,54.6,7.0,19.5,49.5,429,0.00,0.17,8,3
2,4,15,1991,72,26,51,41.6,6.8,17.9,52.9,571,0.00,0.27,16,11
2,4,16,1991,55,34,42,60.1,9.5,19.1,52.2,327,0.00,0.18,7,2
2,4,17,1991,60,32,47,69.7,6.7,14.3,52.3,471,0.00,0.16,10,5
2,4,18,1991,50,32,43,95.3,7.8,14.2,50.2,175,0.13,0.03,5,0
2,4,19,1991,57,41,43,82.5,8.9,17.6,50.9,474,0.00,0.18,9,3
2,4,20,1991,48,40,41,91.8,13.1,21.3,48.9,192,0.00,0.09,4,0
2,4,21,1991,43,37,40,99.0,13.0,24.5,47.2,164,0.06,0.03,1,0
2,4,22,1991,63,37,48,71.8,8.1,16.5,50.0,559,0.00,0.21,12,7
2,4,23,1991,66,35,50,56.7,8.0,16.0,53.0,653,0.00,0.26,13,8
2,4,24,1991,64,36,55,72.9,15.4,27.6,54.0,527,0.02,0.20,12,7
2,4,25,1991,9999,9999,9999,74.2,16.4,32.1,56.0,489,0.00,2.75,23,18
2,4,26,1991,62,34,49,55.7,10.3,35.3,55.9,463,0.00,0.23,11,6
2,4,27,1991,58,24,45,44.5,6.8,16.7,54.4,556,0.00,0.21,9,4
2,4,28,1991,52,39,45,47.0,14.4,23.2,53.2,452,0.00,0.27,6,1
2,4,29,1991,55,29,44,55.7,14.1,27.6,52.5,567,0.00,0.25,8,3
2,4,30,1991,57,26,42,67.5,9.1,19.1,50.8,382,0.00,0.16,8,3
2,5,1,1991,70,22,9999,44.8,13.3,999.9,50.7,693,0.00,0.39,15,10
2,5,2,1991,9999,9999,9999,999.9,999.9,999.9,999.9,9999,99.99,0.03,0,0
2,5,3,1991,9999,48,9999,999.9,8.7,23.2,49.3,484,0.00,0.62,23,18
2,5,4,1991,9999,51,101,100.0,8.1,16.1,46.9,123,0.38,0.75,24,18
2,5,5,1991,9999,9999,9999,100.0,8.4,20.8,45.9,549,0.00,0.00,19,18
2,5,6,1991,9999,45,61,66.4,5.3,15.9,50.9,649,0.00,0.26,21,14
2,5,7,1991,9999,46,57,80.7,6.8,15.6,54.6,523,0.04,0.16,15,7
2,5,8,1991,9999,9999,9999,100.0,11.4,22.3,57.2,702,0.00,0.00,19,18
2,5,9,1991,9999,9999,9999,100.0,24.1,31.6,60.4,608,0.00,0.00,19,18
2,5,10,1991,9999,63,82,79.5,24.6,36.2,63.8,648,0.00,1.09,30,25
2,5,11,1991,9999,60,74,72.6,22.0,36.0,65.5,602,0.00,0.51,28,23
2,5,12,1991,9999,40,68,58.4,9.5,26.5,66.9,720,0.00,0.81,19,18
2,5,13,1991,9999,37,61,48.6,8.8,17.0,64.9,672,0.00,0.33,19,14
2,5,14,1991,9999,50,71,43.8,17.9,34.0,66.9,708,0.00,0.56,24,18
2,5,15,1991,9999,51,74,58.0,14.4,31.3,68.5,681,0.00,1.68,24,18
2,5,16,1991,9999,52,63,84.3,11.0,23.4,64.9,307,0.00,0.19,24,15
2,5,17,1991,9999,55,72,77.6,8.8,19.3,64.4,656,0.00,0.52,26,21
2,5,18,1991,9999,9999,9999,100.0,15.9,29.8,62.9,238,0.00,0.00,19,18
2,5,19,1991,9999,9999,9999,100.0,21.5,31.9,66.5,659,0.00,10000.00,19,18
2,5,20,1991,9999,60,75,71.9,15.6,27.6,68.5,618,0.00,0.83,28,23
2,5,21,1991,9999,32,67,61.4,15.6,17.8,65.9,448,0.00,0.29,19,16
2,5,22,1991,9999,58,70,73.0,8.9,21.1,68.8,516,0.00,0.27,27,21
2,5,23,1991,9999,52,67,82.0,9.1,23.6,69.1,579,0.52,0.23,24,16
2,5,24,1991,9999,55,73,97.7,7.6,24.7,62.2,295,0.27,0.23,26,21
2,5,25,1991,9999,59,83,82.0,5.1,12.7,63.4,674,0.00,0.80,28,23
2,5,26,1991,9999,59,74,77.0,8.3,26.8,67.1,663,0.00,0.39,28,23
2,5,27,1991,9999,59,71,92.7,7.5,18.9,65.7,327,0.00,0.30,28,22
2,5,28,1991,9999,9999,9999,100.0,8.5,21.6,64.7,325,0.26,0.00,19,18
2,5,29,1991,9999,63,83,90.7,7.6,19.2,64.3,541,0.00,1.67,30,24
2,5,30,1991,9999,54,82,64.8,8.0,19.4,68.9,707,0.00,1.46,25,20
2,5,31,1991,9999,52,72,75.5,8.4,16.6,70.7,698,0.00,0.31,25,19
2,6,1,1991,9999,62,76,68.7,14.5,30.7,71.3,542,0.00,0.69,30,24
2,6,2,1991,9999,9999,9999,100.0,11.8,24.8,71.0,591,0.00,10000.00,19,18
2,6,3,1991,9999,9999,9999,999.9,999.9,999.9,68.0,440,0.07,0.84,19,18
2,6,4,1991,9999,54,64,40.4,4.1,12.3,63.4,727,0.00,0.33,26,19
2,6,5,1991,9999,51,74,73.9,9.0,22.5,72.1,635,0.33,0.36,24,19
2,6,6,1991,9999,9999,9999,100.0,8.9,21.5,66.7,381,0.52,10000.00,19,18
2,6,7,1991,9999,60,92,93.5,5.9,15.3,66.0,499,0.18,1.82,28,23
2,6,8,1991,9999,63,78,75.7,9.7,17.7,66.9,666,0.00,0.52,30,25
2,6,9,1991,9999,58,76,67.3,10.6,20.9,69.9,672,0.03,0.42,28,22
2,6,10,1991,9999,62,74,81.9,6.7,13.9,71.8,632,0.10,0.62,29,24
2,6,11,1991,97,61,76,70.1,8.4,17.0,72.8,740,0.00,0.42,29,23
2,6,12,1991,88,58,76,58.0,7.9,17.1,75.2,732,0.00,0.35,27,22
2,6,13,1991,91,57,73,57.7,5.9,17.9,76.7,640,0.00,0.33,27,21
2,6,14,1991,86,57,68,69.1,6.8,16.2,74.0,314,0.05,0.23,27,21
2,6,15,1991,78,56,67,68.1,7.5,16.2,73.3,696,0.00,0.28,26,17
2,6,16,1991,91,55,71,57.1,11.9,21.5,74.4,658,0.00,0.48,26,20
2,6,17,1991,97,57,77,40.0,11.9,26.1,76.4,697,0.00,0.57,27,22
2,6,18,1991,91,60,74,60.2,14.4,29.5,77.4,655,0.31,0.49,28,23
2,6,19,1991,87,57,72,61.5,14.8,28.5,72.1,548,0.00,0.40,27,21
2,6,20,1991,97,62,78,42.8,14.5,26.2,73.2,719,0.00,0.64,30,24
2,6,21,1991,83,57,71,63.1,9.9,27.0,75.1,629,0.00,0.32,27,20
2,6,22,1991,81,59,70,81.1,11.4,27.9,73.7,455,0.03,0.23,28,20
2,6,23,1991,9999,9999,9999,80.2,12.0,23.4,70.8,669,0.39,0.91,29,23
2,6,24,1991,9999,9999,9999,100.0,17.5,28.1,73.4,621,0.00,0.00,19,18
2,6,25,1991,9999,9999,9999,36.9,16.8,34.3,76.4,612,0.00,0.71,31,25
2,6,26,1991,9999,9999,9999,24.8,19.1,35.6,77.2,553,0.00,0.88,32,27
2,6,27,1991,97,61,81,42.5,13.9,27.4,79.7,722,0.00,0.58,29,24
2,6,28,1991,9999,9999,9999,36.2,17.8,35.5,81.2,658,0.00,0.79,34,28
2,6,29,1991,9999,9999,9999,37.8,12.1,28.9,82.1,593,0.00,0.59,32,26
2,6,30,1991,94,62,77,50.5,11.0,46.3,81.3,691,0.18,0.47,29,24
2,7,1,1991,88,58,73,59.5,5.7,12.3,76.9,740,0.00,0.33,28,22
2,7,2,1991,85,61,73,67.8,8.1,23.8,78.6,626,0.36,0.30,29,23
2,7,3,1991,87,60,73,62.0,7.0,22.8,74.8,700,0.06,0.34,29,23
2,7,4,1991,95,61,78,47.3,6.9,15.0,76.9,701,0.00,0.40,29,23
2,7,5,1991,9999,9999,9999,27.8,9.3,20.8,79.8,702,0.00,0.55,28,23
2,7,6,1991,9999,9999,9999,34.8,8.4,25.1,81.2,667,0.00,0.51,26,21
2,7,7,1991,91,63,76,42.0,13.1,24.8,81.0,593,0.00,0.52,30,25
2,7,8,1991,9999,9999,9999,100.0,10.3,29.5,79.0,608,0.52,0.00,19,18
2,7,9,1991,9999,9999,9999,100.0,6.0,24.8,77.7,676,0.03,10000.00,19,18
2,7,10,1991,87,63,73,76.5,7.5,29.1,78.3,675,0.65,0.30,30,24
2,7,11,1991,85,63,74,72.9,7.7,18.4,75.9,658,0.00,0.30,30,24
2,7,12,1991,85,61,72,76.8,6.7,27.4,76.1,502,0.32,0.23,29,23
2,7,13,1991,80,61,69,77.2,8.9,17.3,73.9,693,0.00,0.29,29,21
2,7,14,1991,86,60,72,70.7,12.6,21.5,74.1,727,0.00,0.39,29,23
2,7,15,1991,90,63,76,62.7,17.1,29.3,75.9,714,0.00,0.50,30,25
2,7,16,1991,95,65,80,54.7,11.3,19.4,79.0,714,0.00,0.47,31,25
2,7,17,1991,9999,9999,9999,44.8,7.7,19.5,81.8,725,0.00,0.45,29,23
2,7,18,1991,97,59,80,48.4,9.4,36.7,82.7,692,0.02,0.45,28,23
2,7,19,1991,92,65,77,62.5,8.2,23.7,82.4,630,0.00,0.36,31,26
2,7,20,1991,96,63,80,55.3,8.3,24.0,83.4,684,0.00,0.40,30,24
2,7,21,1991,97,64,78,59.1,6.9,41.9,83.2,605,0.11,0.37,31,25
2,7,22,1991,9999,9999,9999,84.8,7.7,16.5,77.0,260,0.47,2.56,30,25
2,7,23,1991,9999,9999,9999,100.0,8.1,14.9,68.8,9999,2.88,0.00,19,18
2,7,24,1991,9999,9999,9999,100.0,5.1,14.1,67.8,440,0.01,0.00,19,18
2,7,25,1991,89,60,70,76.8,8.5,18.6,67.3,461,0.00,0.29,28,23
2,7,26,1991,9999,9999,9999,71.6,14.3,24.8,67.9,603,0.76,0.77,27,22
2,7,27,1991,9999,9999,9999,69.9,6.8,14.4,69.4,689,0.01,0.50,29,23
2,7,28,1991,90,58,73,61.3,5.5,10.4,73.2,692,0.00,0.32,27,22
2,7,29,1991,94,59,76,47.2,12.6,30.0,74.7,602,0.00,0.50,28,23
2,7,30,1991,97,60,77,45.8,8.8,39.2,76.2,647,0.50,0.45,28,23
2,7,31,1991,90,62,75,60.8,7.4,15.4,75.7,655,0.00,0.34,29,24
2,8,1,1991,9999,9999,9999,44.6,9.6,999.9,75.3,668,0.00,0.39,19,18
2,8,2,1991,9999,9999,9999,999.9,999.9,999.9,999.9,9999,99.99,0.03,0,0
2,8,3,1991,9999,9999,9999,999.9,999.9,999.9,999.9,9999,99.99,0.03,0,0
2,8,4,1991,9999,9999,9999,999.9,999.9,16.2,999.9,9999,99.99,10000.00,19,18
2,8,5,1991,9999,9999,9999,999.9,7.5,14.5,70.7,535,0.00,0.00,19,18
2,8,6,1991,9999,9999,9999,999.9,7.3,18.6,73.9,599,0.00,1.28,30,25
2,8,7,1991,9999,9999,9999,999.9,5.9,12.0,75.8,666,0.00,0.00,19,14
2,8,8,1991,9999,9999,9999,999.9,7.5,15.1,76.4,599,0.00,0.00,0,0
2,8,9,1991,9999,9999,9999,999.9,6.5,13.5,74.0,403,0.00,0.00,0,0
2,8,10,1991,9999,9999,9999,999.9,16.8,26.7,74.3,635,0.00,0.00,0,0
2,8,11,1991,9999,9999,9999,999.9,15.4,27.8,75.5,585,0.00,0.00,0,0
2,8,12,1991,9999,9999,9999,999.9,9.6,20.1,73.1,174,0.53,0.00,0,0
2,8,13,1991,9999,9999,9999,999.9,8.1,13.5,67.7,128,0.01,0.00,0,0
2,8,14,1991,9999,9999,9999,999.9,10.4,17.0,68.6,598,0.00,0.00,0,0
2,8,15,1991,9999,9999,9999,999.9,9.5,23.8,72.4,625,0.26,0.00,0,0
2,8,16,1991,9999,9999,9999,999.9,8.0,14.9,73.6,613,0.00,0.00,0,0
2,8,17,1991,9999,9999,9999,999.9,999.9,27.4,999.9,9999,99.99,0.00,0,0
2,8,18,1991,9999,9999,9999,999.9,999.9,999.9,999.9,9999,99.99,0.00,0,0
2,8,19,1991,9999,9999,9999,999.9,999.9,999.9,999.9,9999,99.99,0.03,0,0
2,8,20,1991,9999,9999,9999,999.9,999.9,999.9,999.9,9999,99.99,0.03,0,0
2,8,21,1991,92,56,9999,999.9,999.9,8.3,999.9,9999,99.99,0.24,27,21
2,8,22,1991,93,57,74,61.3,6.1,21.8,75.5,535,0.00,0.30,27,21
2,8,23,1991,91,55,72,70.7,6.6,16.4,75.7,608,0.00,0.30,26,20
2,8,24,1991,93,59,76,60.7,9.4,19.1,76.8,596,0.00,0.36,28,22
2,8,25,1991,93,61,78,53.5,11.5,21.1,78.1,612,0.00,0.43,29,24
2,8,26,1991,93,62,76,55.5,12.1,23.2,78.3,608,0.00,0.45,29,24
2,8,27,1991,93,58,76,56.1,9.5,18.7,78.9,610,0.00,0.38,27,22
2,8,28,1991,94,57,75,61.4,10.1,35.1,79.4,572,0.01,0.38,27,22
2,8,29,1991,87,56,71,68.3,7.5,14.8,77.7,502,0.00,0.26,26,21
2,8,30,1991,89,57,71,60.9,7.5,16.4,77.4,572,0.00,0.32,27,21
2,8,31,1991,84,52,69,61.0,5.8,19.1,77.4,574,0.00,0.25,25,18
2,9,1,1991,84,51,69,65.2,9.7,20.2,76.6,536,0.00,0.28,24,17
2,9,2,1991,89,58,72,68.0,7.4,13.2,77.7,568,0.00,0.29,28,22
2,9,3,1991,83,55,72,64.8,10.1,19.1,69.4,505,0.00,0.26,26,19
2,9,4,1991,82,62,69,73.5,13.7,23.5,999.9,459,0.00,0.31,29,22
2,9,5,1991,88,55,71,61.1,12.0,22.4,999.9,554,0.00,0.37,26,21
2,9,6,1991,86,57,69,79.4,14.3,25.7,999.9,373,0.00,0.29,27,21
2,9,7,1991,90,59,73,60.0,11.5,21.1,999.9,538,0.00,0.39,28,22
2,9,8,1991,91,54,73,48.4,8.6,22.2,76.6,552,0.00,0.36,26,20
2,9,9,1991,85,53,69,62.5,7.5,12.8,76.4,542,0.00,0.28,25,19
2,9,10,1991,77,59,66,87.7,9.9,19.6,73.0,299,0.15,0.16,28,18
2,9,11,1991,88,59,70,77.3,6.4,16.8,71.3,431,0.00,0.23,28,23
2,9,12,1991,85,52,66,84.7,6.5,13.3,72.8,393,0.07,0.19,25,19
2,9,13,1991,83,54,67,74.9,6.3,20.5,72.8,487,0.01,0.21,25,18
2,9,14,1991,82,48,65,55.9,6.8,24.9,72.7,531,0.00,0.27,23,16
2,9,15,1991,72,46,57,51.0,8.9,21.1,69.6,470,0.00,0.27,19,11
2,9,16,1991,74,46,60,59.1,9.1,20.6,69.1,530,0.00,0.26,20,12
2,9,17,1991,70,46,58,63.8,11.0,20.6,68.2,517,0.00,0.25,18,10
2,9,18,1991,58,35,47,62.5,6.0,13.8,64.9,217,0.00,0.11,9,4
2,9,19,1991,64,34,49,56.3,11.8,21.9,61.0,344,0.00,0.23,12,7
2,9,20,1991,71,42,54,62.0,13.8,21.9,62.0,502,0.00,0.31,16,10
2,9,21,1991,91,42,66,48.7,8.7,27.3,65.4,514,0.00,0.39,19,18
2,9,22,1991,66,37,51,55.3,10.8,22.7,64.7,506,0.00,0.26,13,8
2,9,23,1991,81,37,56,45.1,13.2,29.8,62.3,429,0.00,0.44,19,15
2,9,24,1991,69,35,52,43.2,10.0,21.8,61.9,503,0.00,0.29,15,10
2,9,25,1991,79,43,60,39.4,10.8,24.2,62.6,497,0.00,0.37,20,15
2,9,26,1991,82,37,60,46.8,8.0,18.7,63.8,488,0.00,0.30,19,16
2,9,27,1991,85,43,64,37.1,6.9,13.8,65.6,463,0.00,0.31,20,17
2,9,28,1991,84,44,65,43.1,11.0,24.2,66.1,472,0.00,0.38,21,17
2,9,29,1991,88,53,69,40.5,11.2,19.0,67.6,463,0.00,0.41,25,19
2,9,30,1991,69,44,56,77.3,10.1,25.5,66.0,240,0.00,0.14,16,9
2,10,1,1991,87,44,65,51.9,7.3,12.8,65.5,454,0.00,0.30,21,18
2,10,2,1991,83,52,66,35.9,9.4,19.8,66.9,450,0.02,0.36,25,18
2,10,3,1991,82,46,61,53.7,11.1,20.8,66.7,443,0.00,0.35,22,16
2,10,4,1991,51,25,39,84.1,13.1,24.1,61.9,223,0.00,0.09,6,1
2,10,5,1991,63,25,42,59.7,6.4,17.0,57.8,447,0.00,0.18,12,7
2,10,6,1991,75,23,46,47.6,6.2,14.3,57.1,446,0.00,0.26,18,13
2,10,7,1991,89,36,62,30.7,6.8,14.0,59.9,450,0.00,0.34,19,18
2,10,8,1991,91,46,66,19.4,7.6,15.3,62.5,392,0.00,0.40,22,18
2,10,9,1991,81,40,58,35.5,5.6,12.0,63.3,421,0.00,0.26,19,15
2,10,10,1991,84,41,61,32.1,7.3,13.6,62.9,403,0.00,0.32,19,17
2,10,11,1991,84,43,63,27.5,8.9,20.8,63.4,425,0.00,0.37,20,17
2,10,12,1991,85,44,62,34.6,10.5,24.9,62.7,411,0.00,0.41,21,18
2,10,13,1991,72,35,59,29.1,11.8,27.9,63.2,361,0.00,0.30,16,11
2,10,14,1991,71,33,51,38.6,8.3,16.3,60.8,364,0.00,0.26,16,11
2,10,15,1991,80,40,58,35.3,7.9,16.7,60.9,391,0.00,0.30,19,15
2,10,16,1991,92,43,66,23.6,8.4,16.0,62.4,412,0.00,0.41,20,18
2,10,17,1991,89,43,66,17.8,8.9,17.9,63.7,402,0.00,0.41,20,18
2,10,18,1991,55,28,41,41.6,7.8,16.5,60.9,380,0.00,0.18,8,3
2,10,19,1991,65,32,47,37.6,11.3,19.7,57.7,366,0.00,0.28,12,7
2,10,20,1991,67,31,50,44.5,7.7,20.0,57.9,368,0.00,0.20,13,8
2,10,21,1991,81,37,55,40.4,5.4,16.0,57.9,371,0.00,0.24,19,16
2,10,22,1991,80,41,58,27.9,7.0,12.5,59.1,373,0.00,0.29,19,15
2,10,23,1991,68,29,47,59.3,7.0,16.1,57.8,345,0.00,0.18,14,9
2,10,24,1991,57,29,39,71.1,7.0,14.9,55.3,265,0.00,0.12,8,3
2,10,25,1991,53,25,38,65.2,7.0,15.4,51.9,258,0.00,0.11,6,1
2,10,26,1991,65,24,44,71.9,9.6,20.8,51.5,345,0.00,0.17,12,7
2,10,27,1991,74,36,57,63.8,17.4,34.6,54.4,338,0.00,0.29,17,12
2,10,28,1991,52,15,26,89.4,18.1,27.9,50.6,9999,0.11,0.21,6,1
2,10,29,1991,30,8,19,81.9,8.7,18.8,42.4,306,0.03,0.05,0,0
2,10,30,1991,9999,9999,9999,94.6,10.2,16.2,39.7,177,0.00,0.02,0,0
2,10,31,1991,21,9,15,95.8,15.2,28.3,39.6,181,0.00,0.02,0,0
2,5,1,1992,93,50,73,18.9,11.1,31.0,69.8,674,0.00,0.58,23,18
2,5,2,1992,71,44,57,34.2,9.2,22.8,69.5,612,0.00,0.35,17,10
2,5,3,1992,81,37,61,31.2,6.2,13.8,69.1,651,0.00,0.34,19,15
2,5,4,1992,78,39,59,33.7,6.7,14.6,69.2,670,0.00,0.34,19,14
2,5,5,1992,73,40,58,36.2,9.8,19.1,68.4,657,0.00,0.37,16,11
2,5,6,1992,77,44,61,38.7,16.5,28.0,67.4,660,0.00,0.53,20,14
2,5,7,1992,87,48,67,31.7,8.7,18.9,69.5,683,0.00,0.45,22,18
2,5,8,1992,85,48,67,29.7,7.1,13.8,70.8,629,0.00,0.38,23,17
2,5,9,1992,80,47,65,52.5,14.5,31.3,70.3,621,0.03,0.42,22,15
2,5,10,1992,62,44,54,75.1,10.5,20.1,66.5,340,0.03,0.15,13,6
2,5,11,1992,83,41,63,37.7,9.0,22.7,66.5,694,0.00,0.41,19,16
2,5,12,1992,72,46,58,46.1,10.4,20.3,67.5,606,0.00,0.35,19,11
2,5,13,1992,84,43,63,56.9,11.9,29.1,67.9,609,0.00,0.41,20,17
2,5,14,1992,84,44,65,43.5,7.1,16.8,69.3,640,0.00,0.34,21,17
2,5,15,1992,88,52,70,38.1,13.7,28.2,70.7,645,0.00,0.54,24,19
2,5,16,1992,87,48,68,45.7,10.2,38.3,72.3,642,0.05,0.43,23,18
2,5,17,1992,74,38,57,63.4,8.1,17.2,70.1,691,0.00,0.28,17,12
2,5,18,1992,86,52,68,48.6,13.9,24.6,71.0,690,0.00,0.51,24,19
2,5,19,1992,84,54,69,47.3,13.5,20.4,72.5,709,0.00,0.48,25,19
2,5,20,1992,85,56,69,57.6,16.9,29.6,73.1,653,0.00,0.50,26,20
2,5,21,1992,83,56,67,62.7,16.7,29.3,72.8,586,0.00,0.45,26,19
2,5,22,1992,68,44,57,67.5,14.8,24.7,71.4,542,0.00,0.28,16,9
2,5,23,1992,70,36,53,58.9,6.6,13.2,70.5,641,0.00,0.25,15,10
2,5,24,1992,69,45,56,68.4,8.9,15.0,68.5,289,0.00,0.18,17,9
2,5,25,1992,62,30,51,64.8,12.2,22.4,66.5,443,0.00,0.20,11,6
2,5,26,1992,61,28,45,66.0,12.1,22.5,63.8,501,0.00,0.23,10,5
2,5,27,1992,41,36,38,94.4,10.0,17.9,59.3,147,0.30,0.04,0,0
2,5,28,1992,47,36,41,90.8,6.3,10.4,55.3,185,0.00,0.05,4,0
2,5,29,1992,64,41,52,74.2,9.6,15.2,58.5,568,0.00,0.22,13,7
2,5,30,1992,66,41,53,82.2,10.5,19.1,60.1,431,0.00,0.17,13,8
2,5,31,1992,65,48,54,86.4,6.4,24.7,60.6,330,0.42,0.13,17,8
2,6,1,1992,57,48,51,90.9,8.2,15.0,57.9,211,1.32,0.08,17,9
2,6,2,1992,68,45,56,80.8,8.3,16.4,59.3,621,0.00,0.22,22,14
2,6,3,1992,77,48,62,71.0,7.2,16.1,62.5,666,0.01,0.27,21,11
2,6,4,1992,69,52,59,84.3,9.3,18.5,62.6,333,0.05,0.15,21,13
2,6,5,1992,76,47,61,80.7,11.2,31.0,63.4,473,0.23,0.23,18,10
2,6,6,1992,71,46,59,64.2,8.6,20.0,62.5,696,0.01,0.28,24,14
2,6,7,1992,78,50,61,75.3,10.5,35.4,64.2,563,0.12,0.29,20,11
2,6,8,1992,71,48,59,82.7,7.4,15.1,64.6,566,0.00,0.20,17,7
2,6,9,1992,64,50,57,89.2,6.9,16.1,63.1,180,1.88,0.06,22,14
2,6,10,1992,77,47,61,77.7,5.5,12.7,63.5,639,0.01,0.24,24,14
2,6,11,1992,72,56,62,82.7,7.0,14.1,65.6,450,0.00,0.18,26,16
2,6,12,1992,76,56,64,80.0,10.7,17.3,65.7,504,0.00,0.24,27,21
2,6,13,1992,84,57,68,77.3,12.2,24.5,67.4,536,0.00,0.33,25,16
2,6,14,1992,80,52,67,70.9,10.3,25.9,69.5,710,0.00,0.31,25,19
2,6,15,1992,87,53,71,54.0,9.7,20.4,72.0,739,0.00,0.41,23,18
2,6,16,1992,88,50,70,49.2,11.4,33.5,72.3,742,0.00,0.47,20,16
2,6,17,1992,82,43,65,42.3,8.6,23.4,70.3,679,0.00,0.38,22,18
2,6,18,1992,86,47,70,44.5,7.4,17.3,71.7,734,0.00,0.37,26,16
2,6,19,1992,73,58,66,75.6,9.3,20.0,71.1,234,0.00,0.15,26,17
2,6,20,1992,79,54,66,72.1,11.5,27.3,70.7,491,0.41,0.27,25,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0,0
3,4,1,1989,68,40,55,,10.8,19.5,52.3,496,0.00,0.33,14,9
3,4,2,1989,78,32,57,,7.6,21.7,52.8,495,0.00,0.33,19,14
3,4,3,1989,61,38,52,,12.2,27.2,54.3,533,0.04,0.28,11,6
3,4,4,1989,57,36,46,,8.8,20.1,50.1,422,0.00,0.20,8,3
3,4,5,1989,71,26,51,,7.1,18.7,51.9,577,0.00,0.30,15,10
3,4,6,1989,76,40,59,,9.7,23.7,55.7,587,0.00,0.40,18,13
3,4,7,1989,86,34,62,,10.2,28.2,58.5,596,0.00,0.47,19,18
3,4,8,1989,51,32,43,,10.5,20.0,54.5,345,0.00,0.18,5,0
3,4,9,1989,39,23,30,,10.2,23.8,46.2,104,0.00,0.09,0,0
3,4,10,1989,44,19,32,,8.1,14.7,44.6,576,0.02,0.14,2,0
3,4,11,1989,56,25,41,,6.6,13.7,47.5,364,0.00,0.14,8,3
3,4,12,1989,52,27,41,,7.0,14.0,51.7,283,0.01,0.09,6,1
3,4,13,1989,64,40,50,,7.9,15.1,54.9,538,0.00,0.20,12,7
3,4,14,1989,79,35,58,,9.6,30.2,56.6,577,0.00,0.38,19,15
3,4,15,1989,75,31,57,,8.9,21.1,57.3,545,0.00,0.31,18,13
3,4,16,1989,85,49,67,,8.6,20.8,62.1,593,0.00,0.42,23,17
3,4,17,1989,64,46,54,,10.5,25.8,60.5,492,0.00,0.26,15,7
3,4,18,1989,68,43,55,,11.4,27.5,60.8,614,0.00,0.32,15,9
3,4,19,1989,86,36,63,,7.4,19.8,62.5,609,0.00,0.38,19,18
3,4,20,1989,93,56,75,,9.6,19.2,67.7,597,0.00,0.50,26,21
3,4,21,1989,93,47,74,,10.8,21.4,68.9,617,0.00,0.50,22,18
3,4,22,1989,97,55,77,,10.3,29.1,70.6,529,0.00,0.54,26,21
3,4,23,1989,94,51,75,,9.0,23.7,70.2,605,0.00,0.52,24,19
3,4,24,1989,94,51,74,,10.3,25.1,70.2,578,0.00,0.55,24,19
3,4,25,1989,84,50,66,,10.5,22.9,69.3,537,0.00,0.41,23,17
3,4,26,1989,88,47,66,,10.9,27.2,70.0,570,0.00,0.53,22,18
